BorrowID	UserID	BookID	BorrowDate	DueDate	ReturnDate	Borrowed Status	Borrwed Method	Image
BR0787	U0001	BK0177	04/04/2024	10/04/2024	23/04/2024	Overdue	Online	bookCover_177.jpg
BR0788	U0100	BK0177	27/08/2024	02/09/2024	05/09/2024	Overdue	Physical	bookCover_177.jpg
BR0789	U0002	BK0098	21/12/2024	27/12/2024	23/12/2024	Returned	Physical	bookCover_98.jpg
BR0790	U0005	BK0158	28/01/2024	03/02/2024	13/02/2024	Overdue	Physical	bookCover_158.jpg
BR0791	U0053	BK0157	26/10/2024	01/11/2024	14/11/2024	Overdue	Online	bookCover_157.jpg
BR0792	U0030	BK0178	16/01/2025	22/01/2025	22/01/2025	Returned	Physical	bookCover_178.jpg
BR0793	U0003	BK0026	22/08/2024	28/08/2024	11/09/2024	Overdue	Online	bookCover_26.jpg
BR0794	U0004	BK0104	26/03/2024	01/04/2024	28/03/2024	Returned	Physical	bookCover_104.jpg
BR0795	U0002	BK0129	25/03/2024	31/03/2024	28/03/2024	Returned	Online	bookCover_129.jpg
BR0796	U0005	BK0014	22/02/2024	28/02/2024	22/02/2024	Returned	Online	bookCover_14.jpg
BR0797	U0004	BK0071	05/10/2024	11/10/2024	09/10/2024	Returned	Online	bookCover_71.jpg
BR0798	U0032	BK0045	06/03/2024	12/03/2024	21/03/2024	Overdue	Physical	bookCover_45.jpg
BR0799	U0070	BK0037	19/08/2024	25/08/2024	02/09/2024	Overdue	Online	bookCover_37.jpg
BR0800	U0002	BK0097	31/12/2024	06/01/2025	09/01/2025	Overdue	Online	bookCover_97.jpg
BR0801	U0003	BK0039	01/08/2024	07/08/2024	14/08/2024	Overdue	Physical	bookCover_39.jpg
BR0802	U0001	BK0181	31/08/2024	06/09/2024	09/09/2024	Overdue	Online	bookCover_181.jpg
BR0803	U0063	BK0192	30/03/2025	05/04/2025	02/04/2025	Returned	Physical	bookCover_192.jpg
BR0804	U0067	BK0021	19/08/2024	25/08/2024	19/08/2024	Returned	Online	bookCover_21.jpg
BR0805	U0009	BK0219	09/12/2024	15/12/2024	26/12/2024	Overdue	Online	bookCover_219.jpg
BR0806	U0005	BK0182	14/10/2024	20/10/2024	-	Overdue	Online	bookCover_182.jpg
BR0807	U0001	BK0001	12/02/2025	18/02/2025	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0808	U0083	BK0103	21/10/2024	27/10/2024	22/10/2024	Returned	Physical	bookCover_103.jpg
BR0809	U0005	BK0179	23/05/2024	29/05/2024	31/05/2024	Overdue	Physical	bookCover_179.jpg
BR0810	U0022	BK0182	18/04/2024	24/04/2024	08/05/2024	Overdue	Online	bookCover_182.jpg
BR0811	U0004	BK0112	17/01/2025	23/01/2025	27/01/2025	Overdue	Physical	bookCover_112.jpg
BR0812	U0078	BK0182	25/11/2024	01/12/2024	26/11/2024	Returned	Online	bookCover_182.jpg
BR0813	U0001	BK0162	25/02/2024	02/03/2024	-	Overdue	Online	bookCover_162.jpg
BR0814	U0004	BK0182	26/04/2024	02/05/2024	-	Overdue	Physical	bookCover_182.jpg
BR0815	U0022	BK0001	25/03/2025	31/03/2025	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0816	U0004	BK0162	21/03/2025	27/03/2025	24/03/2025	Returned	Physical	bookCover_162.jpg
BR0817	U0002	BK0214	25/01/2024	31/01/2024	28/01/2024	Returned	Physical	bookCover_212.jpg
BR0818	U0045	BK0052	01/10/2024	07/10/2024	19/10/2024	Overdue	Online	bookCover_52.jpg
BR0819	U0005	BK0193	21/01/2025	27/01/2025	11/02/2025	Overdue	Physical	bookCover_193.jpg
BR0820	U0004	BK0151	24/06/2024	30/06/2024	09/07/2024	Overdue	Physical	bookCover_151.jpg
BR0821	U0002	BK0181	12/01/2024	18/01/2024	02/02/2024	Overdue	Physical	bookCover_181.jpg
BR0822	U0001	BK0097	12/12/2024	18/12/2024	16/12/2024	Returned	Physical	bookCover_97.jpg
BR0823	U0065	BK0079	11/05/2024	17/05/2024	25/05/2024	Overdue	Physical	bookCover_79.jpg
BR0824	U0004	BK0026	11/03/2024	17/03/2024	-	Overdue	Physical	bookCover_26.jpg
BR0825	U0066	BK0058	29/09/2024	05/10/2024	19/10/2024	Overdue	Physical	bookCover_58.jpg
BR0826	U0001	BK0179	23/03/2025	29/03/2025	29/03/2025	Returned	Physical	bookCover_179.jpg
BR0827	U0044	BK0050	05/09/2024	11/09/2024	11/09/2024	Returned	Physical	bookCover_50.jpg
BR0828	U0096	BK0182	17/02/2025	23/02/2025	-	Overdue	Physical	bookCover_182.jpg
BR0829	U0024	BK0166	27/01/2025	02/02/2025	17/02/2025	Overdue	Physical	bookCover_166.jpg
BR0830	U0028	BK0028	05/07/2024	11/07/2024	09/07/2024	Returned	Online	bookCover_28.jpg
BR0831	U0005	BK0001	14/01/2025	20/01/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0832	U0005	BK0210	31/10/2024	06/11/2024	15/11/2024	Overdue	Online	bookCover_208.jpg
BR0833	U0075	BK0179	04/06/2024	10/06/2024	-	Overdue	Physical	bookCover_179.jpg
BR0834	U0004	BK0068	06/04/2024	12/04/2024	27/04/2024	Overdue	Online	bookCover_68.jpg
BR0835	U0028	BK0182	09/01/2024	15/01/2024	14/01/2024	Returned	Online	bookCover_182.jpg
BR0836	U0040	BK0001	07/01/2025	13/01/2025	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0837	U0004	BK0133	24/08/2024	30/08/2024	29/08/2024	Returned	Physical	bookCover_133.jpg
BR0838	U0093	BK0051	20/07/2024	26/07/2024	-	Overdue	Physical	bookCover_51.jpg
BR0839	U0074	BK0001	16/01/2025	22/01/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0840	U0093	BK0181	05/10/2024	11/10/2024	11/10/2024	Returned	Physical	bookCover_181.jpg
BR0841	U0005	BK0001	02/01/2025	08/01/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0842	U0078	BK0182	02/05/2024	08/05/2024	02/05/2024	Returned	Online	bookCover_182.jpg
BR0843	U0052	BK0179	06/02/2024	12/02/2024	11/02/2024	Returned	Physical	bookCover_179.jpg
BR0844	U0042	BK0179	20/05/2024	26/05/2024	-	Overdue	Physical	bookCover_179.jpg
BR0845	U0032	BK0090	12/01/2024	18/01/2024	27/01/2024	Overdue	Physical	bookCover_90.jpg
BR0846	U0017	BK0139	11/08/2024	17/08/2024	12/08/2024	Returned	Online	bookCover_139.jpg
BR0847	U0083	BK0028	12/09/2024	18/09/2024	-	Overdue	Online	bookCover_28.jpg
BR0848	U0002	BK0102	27/07/2024	02/08/2024	30/07/2024	Returned	Online	bookCover_102.jpg
BR0849	U0021	BK0226	01/01/2024	07/01/2024	05/01/2024	Returned	Online	bookCover_226.jpg
BR0850	U0005	BK0073	30/11/2024	06/12/2024	03/12/2024	Returned	Online	bookCover_73.jpg
BR0851	U0002	BK0042	28/03/2024	03/04/2024	02/04/2024	Returned	Online	bookCover_42.jpg
BR0852	U0059	BK0024	17/06/2024	23/06/2024	17/06/2024	Returned	Physical	bookCover_24.jpg
BR0853	U0020	BK0039	13/01/2025	19/01/2025	-	Overdue	Online	bookCover_39.jpg
BR0854	U0003	BK0182	28/03/2024	03/04/2024	01/04/2024	Returned	Online	bookCover_182.jpg
BR0855	U0042	BK0126	05/06/2024	11/06/2024	-	Overdue	Physical	bookCover_126.jpg
BR0856	U0091	BK0099	16/05/2024	22/05/2024	-	Overdue	Physical	bookCover_99.jpg
BR0857	U0034	BK0179	22/09/2024	28/09/2024	-	Overdue	Online	bookCover_179.jpg
BR0858	U0004	BK0038	27/06/2024	03/07/2024	03/07/2024	Returned	Physical	bookCover_38.jpg
BR0859	U0004	BK0156	16/02/2024	22/02/2024	-	Overdue	Online	bookCover_156.jpg
BR0860	U0001	BK0182	25/01/2025	31/01/2025	29/01/2025	Returned	Online	bookCover_182.jpg
BR0861	U0009	BK0181	04/03/2024	10/03/2024	04/03/2024	Returned	Online	bookCover_181.jpg
BR0862	U0054	BK0187	27/03/2025	02/04/2025	28/03/2025	Returned	Physical	bookCover_187.jpg
BR0863	U0009	BK0172	08/07/2024	14/07/2024	11/07/2024	Returned	Online	bookCover_172.jpg
BR0864	U0005	BK0179	09/11/2024	15/11/2024	20/11/2024	Overdue	Physical	bookCover_179.jpg
BR0865	U0005	BK0090	07/11/2024	13/11/2024	10/11/2024	Returned	Online	bookCover_90.jpg
BR0866	U0028	BK0001	01/10/2024	07/10/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0867	U0003	BK0226	16/10/2024	22/10/2024	06/11/2024	Overdue	Online	bookCover_226.jpg
BR0868	U0002	BK0177	14/04/2024	20/04/2024	17/04/2024	Returned	Online	bookCover_177.jpg
BR0869	U0075	BK0181	23/12/2024	29/12/2024	-	Overdue	Physical	bookCover_181.jpg
BR0870	U0031	BK0095	17/08/2024	23/08/2024	06/09/2024	Overdue	Online	bookCover_95.jpg
BR0871	U0037	BK0169	27/10/2024	02/11/2024	30/10/2024	Returned	Physical	bookCover_169.jpg
BR0872	U0001	BK0007	05/10/2024	11/10/2024	11/10/2024	Returned	Physical	bookCover_7.jpg
BR0873	U0040	BK0179	04/01/2024	10/01/2024	24/01/2024	Overdue	Online	bookCover_179.jpg
BR0874	U0002	BK0156	09/11/2024	15/11/2024	10/11/2024	Returned	Physical	bookCover_156.jpg
BR0875	U0001	BK0044	24/01/2025	30/01/2025	25/01/2025	Returned	Online	bookCover_44.jpg
BR0876	U0004	BK0047	11/10/2024	17/10/2024	14/10/2024	Returned	Physical	bookCover_47.jpg
BR0877	U0001	BK0179	24/02/2024	01/03/2024	29/02/2024	Returned	Physical	bookCover_179.jpg
BR0878	U0001	BK0216	12/11/2024	18/11/2024	16/11/2024	Returned	Physical	bookCover_214.jpg
BR0879	U0096	BK0064	29/03/2025	04/04/2025	30/03/2025	Returned	Physical	bookCover_64.jpg
BR0880	U0041	BK0182	28/05/2024	03/06/2024	-	Overdue	Online	bookCover_182.jpg
BR0881	U0075	BK0212	07/07/2024	13/07/2024	18/07/2024	Overdue	Online	bookCover_210.jpg
BR0882	U0037	BK0181	27/03/2025	02/04/2025	02/04/2025	Returned	Physical	bookCover_181.jpg
BR0883	U0001	BK0087	15/06/2024	21/06/2024	03/07/2024	Overdue	Online	bookCover_87.jpg
BR0884	U0003	BK0181	16/12/2024	22/12/2024	04/01/2025	Overdue	Physical	bookCover_181.jpg
BR0885	U0003	BK0105	08/08/2024	14/08/2024	19/08/2024	Overdue	Physical	bookCover_105.jpg
BR0886	U0059	BK0177	18/01/2024	24/01/2024	22/01/2024	Returned	Online	bookCover_177.jpg
BR0887	U0057	BK0155	09/12/2024	15/12/2024	15/12/2024	Returned	Physical	bookCover_155.jpg
BR0888	U0001	BK0158	22/01/2024	28/01/2024	29/01/2024	Overdue	Physical	bookCover_158.jpg
BR0889	U0057	BK0099	30/09/2024	06/10/2024	15/10/2024	Overdue	Physical	bookCover_99.jpg
BR0890	U0005	BK0034	05/01/2024	11/01/2024	11/01/2024	Returned	Physical	bookCover_34.jpg
BR0891	U0001	BK0177	12/10/2024	18/10/2024	02/11/2024	Overdue	Online	bookCover_177.jpg
BR0892	U0002	BK0207	15/01/2025	21/01/2025	22/01/2025	Overdue	Physical	bookCover_206.jpg
BR0893	U0030	BK0147	09/07/2024	15/07/2024	12/07/2024	Returned	Physical	bookCover_147.jpg
BR0894	U0003	BK0132	27/10/2024	02/11/2024	30/10/2024	Returned	Physical	bookCover_132.jpg
BR0895	U0043	BK0069	23/02/2024	29/02/2024	-	Overdue	Physical	bookCover_69.jpg
BR0896	U0004	BK0219	29/09/2024	05/10/2024	09/10/2024	Overdue	Online	bookCover_219.jpg
BR0897	U0073	BK0177	01/09/2024	07/09/2024	02/09/2024	Returned	Physical	bookCover_177.jpg
BR0898	U0050	BK0026	09/10/2024	15/10/2024	15/10/2024	Returned	Physical	bookCover_26.jpg
BR0899	U0036	BK0179	15/11/2024	21/11/2024	22/11/2024	Overdue	Physical	bookCover_179.jpg
BR0900	U0004	BK0001	22/03/2025	28/03/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0901	U0002	BK0020	05/04/2024	11/04/2024	08/04/2024	Returned	Online	bookCover_20.jpg
BR0902	U0086	BK0182	07/08/2024	13/08/2024	27/08/2024	Overdue	Online	bookCover_182.jpg
BR0903	U0010	BK0109	16/07/2024	22/07/2024	-	Overdue	Physical	bookCover_109.jpg
BR0904	U0005	BK0153	23/08/2024	29/08/2024	28/08/2024	Returned	Online	bookCover_153.jpg
BR0905	U0001	BK0140	08/11/2024	14/11/2024	22/11/2024	Overdue	Physical	bookCover_140.jpg
BR0906	U0068	BK0107	25/03/2024	31/03/2024	06/04/2024	Overdue	Online	bookCover_107.jpg
BR0907	U0049	BK0181	08/07/2024	14/07/2024	10/07/2024	Returned	Online	bookCover_181.jpg
BR0908	U0033	BK0117	20/05/2024	26/05/2024	23/05/2024	Returned	Physical	bookCover_117.jpg
BR0909	U0055	BK0044	30/03/2025	05/04/2025	03/04/2025	Returned	Online	bookCover_44.jpg
BR0910	U0003	BK0137	28/01/2025	03/02/2025	-	Overdue	Online	bookCover_137.jpg
BR0911	U0005	BK0213	22/02/2024	28/02/2024	29/02/2024	Overdue	Physical	bookCover_211.jpg
BR0912	U0025	BK0104	18/03/2024	24/03/2024	21/03/2024	Returned	Online	bookCover_104.jpg
BR0913	U0075	BK0107	30/04/2024	06/05/2024	14/05/2024	Overdue	Online	bookCover_107.jpg
BR0914	U0005	BK0179	26/10/2024	01/11/2024	14/11/2024	Overdue	Physical	bookCover_179.jpg
BR0915	U0012	BK0193	13/01/2025	19/01/2025	22/01/2025	Overdue	Online	bookCover_193.jpg
BR0916	U0027	BK0075	17/03/2024	23/03/2024	17/03/2024	Returned	Online	bookCover_75.jpg
BR0917	U0002	BK0046	24/03/2024	30/03/2024	06/04/2024	Overdue	Physical	bookCover_46.jpg
BR0918	U0085	BK0173	24/01/2024	30/01/2024	25/01/2024	Returned	Physical	bookCover_173.jpg
BR0919	U0057	BK0150	04/04/2024	10/04/2024	12/04/2024	Overdue	Physical	bookCover_150.jpg
BR0920	U0001	BK0196	13/08/2024	19/08/2024	31/08/2024	Overdue	Online	bookCover_196.jpg
BR0921	U0044	BK0001	11/09/2024	17/09/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0922	U0042	BK0129	25/01/2025	31/01/2025	31/01/2025	Returned	Physical	bookCover_129.jpg
BR0923	U0025	BK0030	21/07/2024	27/07/2024	27/07/2024	Returned	Online	bookCover_30.jpg
BR0924	U0071	BK0179	24/01/2024	30/01/2024	11/02/2024	Overdue	Physical	bookCover_179.jpg
BR0925	U0004	BK0212	17/05/2024	23/05/2024	30/05/2024	Overdue	Physical	bookCover_210.jpg
BR0926	U0091	BK0177	15/09/2024	21/09/2024	18/09/2024	Returned	Physical	bookCover_177.jpg
BR0927	U0004	BK0039	18/07/2024	24/07/2024	18/07/2024	Returned	Physical	bookCover_39.jpg
BR0928	U0023	BK0138	17/01/2025	23/01/2025	-	Overdue	Online	bookCover_138.jpg
BR0929	U0098	BK0057	03/05/2024	09/05/2024	-	Overdue	Online	bookCover_57.jpg
BR0930	U0002	BK0010	04/05/2024	10/05/2024	-	Overdue	Physical	bookCover_10.jpg
BR0931	U0091	BK0033	10/11/2024	16/11/2024	-	Overdue	Physical	bookCover_33.jpg
BR0932	U0004	BK0169	12/03/2025	18/03/2025	14/03/2025	Returned	Physical	bookCover_169.jpg
BR0933	U0001	BK0221	10/01/2024	16/01/2024	23/01/2024	Overdue	Online	bookCover_221.jpg
BR0934	U0018	BK0162	05/10/2024	11/10/2024	09/10/2024	Returned	Online	bookCover_162.jpg
BR0935	U0005	BK0182	14/11/2024	20/11/2024	20/11/2024	Returned	Physical	bookCover_182.jpg
BR0936	U0086	BK0001	06/07/2024	12/07/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0937	U0094	BK0031	11/07/2024	17/07/2024	16/07/2024	Returned	Physical	bookCover_31.jpg
BR0938	U0081	BK0160	17/11/2024	23/11/2024	-	Overdue	Physical	bookCover_160.jpg
BR0939	U0003	BK0152	09/04/2024	15/04/2024	13/04/2024	Returned	Online	bookCover_152.jpg
BR0940	U0004	BK0025	09/06/2024	15/06/2024	26/06/2024	Overdue	Online	bookCover_25.jpg
BR0941	U0013	BK0104	24/01/2025	30/01/2025	30/01/2025	Returned	Physical	bookCover_104.jpg
BR0942	U0053	BK0117	28/01/2024	03/02/2024	15/02/2024	Overdue	Physical	bookCover_117.jpg
BR0943	U0002	BK0182	23/01/2025	29/01/2025	24/01/2025	Returned	Physical	bookCover_182.jpg
BR0944	U0084	BK0182	25/05/2024	31/05/2024	-	Overdue	Physical	bookCover_182.jpg
BR0945	U0014	BK0167	02/01/2024	08/01/2024	-	Overdue	Online	bookCover_167.jpg
BR0946	U0026	BK0152	24/12/2024	30/12/2024	25/12/2024	Returned	Physical	bookCover_152.jpg
BR0947	U0067	BK0217	12/11/2024	18/11/2024	14/11/2024	Returned	Physical	bookCover_217.jpg
BR0948	U0095	BK0014	20/01/2024	26/01/2024	22/01/2024	Returned	Online	bookCover_14.jpg
BR0949	U0004	BK0090	04/07/2024	10/07/2024	13/07/2024	Overdue	Online	bookCover_90.jpg
BR0950	U0005	BK0084	14/11/2024	20/11/2024	17/11/2024	Returned	Physical	bookCover_84.jpg
BR0951	U0034	BK0050	29/01/2024	04/02/2024	06/02/2024	Overdue	Online	bookCover_50.jpg
BR0952	U0037	BK0016	05/03/2025	11/03/2025	06/03/2025	Returned	Physical	bookCover_16.jpg
BR0953	U0080	BK0062	25/10/2024	31/10/2024	31/10/2024	Returned	Online	bookCover_62.jpg
BR0954	U0056	BK0204	01/01/2024	07/01/2024	07/01/2024	Returned	Online	bookCover_203.jpg
BR0955	U0001	BK0132	23/02/2025	01/03/2025	26/02/2025	Returned	Physical	bookCover_132.jpg
BR0956	U0001	BK0101	09/02/2024	15/02/2024	14/02/2024	Returned	Physical	bookCover_101.jpg
BR0957	U0093	BK0073	27/02/2025	05/03/2025	28/02/2025	Returned	Physical	bookCover_73.jpg
BR0958	U0037	BK0182	02/07/2024	08/07/2024	05/07/2024	Returned	Online	bookCover_182.jpg
BR0959	U0005	BK0073	03/10/2024	09/10/2024	05/10/2024	Returned	Online	bookCover_73.jpg
BR0960	U0024	BK0181	08/02/2025	14/02/2025	11/02/2025	Returned	Physical	bookCover_181.jpg
BR0961	U0031	BK0181	30/06/2024	06/07/2024	02/07/2024	Returned	Online	bookCover_181.jpg
BR0962	U0006	BK0189	24/03/2025	30/03/2025	27/03/2025	Returned	Physical	bookCover_189.jpg
BR0963	U0003	BK0182	04/09/2024	10/09/2024	09/09/2024	Returned	Online	bookCover_182.jpg
BR0964	U0004	BK0177	28/07/2024	03/08/2024	05/08/2024	Overdue	Physical	bookCover_177.jpg
BR0965	U0002	BK0054	04/08/2024	10/08/2024	-	Overdue	Physical	bookCover_54.jpg
BR0966	U0008	BK0046	24/07/2024	30/07/2024	11/08/2024	Overdue	Physical	bookCover_46.jpg
BR0967	U0003	BK0113	28/10/2024	03/11/2024	-	Overdue	Online	bookCover_113.jpg
BR0968	U0064	BK0223	14/10/2024	20/10/2024	01/11/2024	Overdue	Physical	bookCover_223.jpg
BR0969	U0079	BK0225	19/07/2024	25/07/2024	04/08/2024	Overdue	Physical	bookCover_225.jpg
BR0970	U0001	BK0179	26/06/2024	02/07/2024	27/06/2024	Returned	Online	bookCover_179.jpg
BR0971	U0099	BK0091	24/07/2024	30/07/2024	-	Overdue	Online	bookCover_91.jpg
BR0972	U0085	BK0177	27/04/2024	03/05/2024	27/04/2024	Returned	Online	bookCover_177.jpg
BR0973	U0002	BK0036	26/06/2024	02/07/2024	05/07/2024	Overdue	Physical	bookCover_36.jpg
BR0974	U0004	BK0168	26/03/2025	01/04/2025	12/04/2025	Overdue	Physical	bookCover_168.jpg
BR0975	U0083	BK0181	16/04/2024	22/04/2024	25/04/2024	Overdue	Online	bookCover_181.jpg
BR0976	U0065	BK0168	26/04/2024	02/05/2024	09/05/2024	Overdue	Online	bookCover_168.jpg
BR0977	U0002	BK0182	04/09/2024	10/09/2024	06/09/2024	Returned	Physical	bookCover_182.jpg
BR0978	U0005	BK0039	13/11/2024	19/11/2024	15/11/2024	Returned	Online	bookCover_39.jpg
BR0979	U0080	BK0036	27/08/2024	02/09/2024	31/08/2024	Returned	Physical	bookCover_36.jpg
BR0980	U0001	BK0125	16/03/2025	22/03/2025	04/04/2025	Overdue	Online	bookCover_125.jpg
BR0981	U0003	BK0036	26/07/2024	01/08/2024	28/07/2024	Returned	Online	bookCover_36.jpg
BR0982	U0004	BK0181	22/08/2024	28/08/2024	05/09/2024	Overdue	Physical	bookCover_181.jpg
BR0983	U0066	BK0177	15/01/2025	21/01/2025	26/01/2025	Overdue	Physical	bookCover_177.jpg
BR0984	U0005	BK0132	30/12/2024	05/01/2025	-	Overdue	Online	bookCover_132.jpg
BR0985	U0001	BK0175	25/10/2024	31/10/2024	09/11/2024	Overdue	Online	bookCover_175.jpg
BR0986	U0001	BK0182	06/01/2024	12/01/2024	09/01/2024	Returned	Physical	bookCover_182.jpg
BR0987	U0005	BK0179	26/06/2024	02/07/2024	29/06/2024	Returned	Online	bookCover_179.jpg
BR0988	U0001	BK0181	29/04/2024	05/05/2024	01/05/2024	Returned	Online	bookCover_181.jpg
BR0989	U0021	BK0181	16/01/2025	22/01/2025	06/02/2025	Overdue	Online	bookCover_181.jpg
BR0990	U0001	BK0068	01/02/2024	07/02/2024	03/02/2024	Returned	Online	bookCover_68.jpg
BR0991	U0041	BK0182	16/01/2024	22/01/2024	-	Overdue	Physical	bookCover_182.jpg
BR0992	U0044	BK0179	03/03/2025	09/03/2025	07/03/2025	Returned	Physical	bookCover_179.jpg
BR0993	U0005	BK0177	13/08/2024	19/08/2024	-	Overdue	Physical	bookCover_177.jpg
BR0994	U0003	BK0097	18/12/2024	24/12/2024	04/01/2025	Overdue	Online	bookCover_97.jpg
BR0995	U0064	BK0049	22/02/2024	28/02/2024	25/02/2024	Returned	Physical	bookCover_49.jpg
BR0996	U0001	BK0185	17/02/2024	23/02/2024	19/02/2024	Returned	Physical	bookCover_185.jpg
BR0997	U0041	BK0017	31/03/2025	06/04/2025	16/04/2025	Overdue	Online	bookCover_17.jpg
BR0998	U0002	BK0003	11/01/2024	17/01/2024	03/05/2025	Overdue	Physical	bookCover_3.jpg
BR0999	U0085	BK0121	07/01/2024	13/01/2024	07/01/2024	Returned	Online	bookCover_121.jpg
BR1000	U0002	BK0177	18/09/2024	24/09/2024	26/09/2024	Overdue	Online	bookCover_177.jpg
BR1001	U0002	BK0003	03/05/2025	09/05/2025	03/05/2025	Returned	Physical	bookCover_3.jpg
BR1002	U0006	BK0003	21/04/2025	27/04/2025	04/05/2025	Overdue	Physical	bookCover_3.jpg
BR1003	U0050	BK0001	22/08/2025	28/08/2025	26/08/2025	Returned	Physical	bookCover_1.jpg
BR1004	U0050	BK0001	19/08/2025	25/08/2025	26/08/2025	Overdue	Physical	bookCover_1.jpg
BR1005	U0049	BK0001	26/08/2025	01/09/2025	-	Borrowed	Physical	bookCover_1.jpg
